TIME STAMP:30
SYSTEM TIME: Thu Oct 18 21:27:22 2018
,ILP Solve Time,0
,Rebalance Time,1

TIME STAMP:104900
SYSTEM TIME: Thu Oct 18 23:00:15 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,383

,Average Computation Time,2.86441
,Maximum Computation Time,10
,Service Rate,34.9244
,Service Rate After Re-Balancing,61.8094
,Average Waiting Time,467.667
,Average Total Travel Delay,161.324
,Average In Car Travel Delay,-549.327
,Occupancy (Passengers/Vehicle),1.40214
,Unassigned Requests Found,138
,Unassigned Vehicles Found,12
,ILP Solve Time,0
,Rebalance Time,0

TIME STAMP:104930
SYSTEM TIME: Thu Oct 18 23:00:19 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,283

,Average Computation Time,2.86374
,Maximum Computation Time,10
,Service Rate,34.895
,Service Rate After Re-Balancing,61.7368
,Average Waiting Time,467.789
,Average Total Travel Delay,161.302
,Average In Car Travel Delay,-549.351
,Occupancy (Passengers/Vehicle),1.40221
,Unassigned Requests Found,59
,Unassigned Vehicles Found,12
,ILP Solve Time,0
,Rebalance Time,0

TIME STAMP:105000
SYSTEM TIME: Thu Oct 18 23:00:24 2018
,Iteration Computation Time,3
,Number of vehicles available,1000
,Number of pending requests,363

,Average Computation Time,2.86384
,Maximum Computation Time,10
,Service Rate,34.9193
,Service Rate After Re-Balancing,61.7459
,Average Waiting Time,467.809
,Average Total Travel Delay,161.326
,Average In Car Travel Delay,-549.281
,Occupancy (Passengers/Vehicle),1.40226
,Unassigned Requests Found,132
,Unassigned Vehicles Found,15
,ILP Solve Time,0
,Rebalance Time,1

TIME STAMP:105030
SYSTEM TIME: Thu Oct 18 23:00:27 2018
,Iteration Computation Time,1
,Number of vehicles available,1000
,Number of pending requests,268

,Average Computation Time,2.86241
,Maximum Computation Time,10
,Service Rate,34.9102
,Service Rate After Re-Balancing,61.6983
,Average Waiting Time,467.932
,Average Total Travel Delay,161.297
,Average In Car Travel Delay,-549.241
,Occupancy (Passengers/Vehicle),1.40231
,Unassigned Requests Found,75
,Unassigned Vehicles Found,14
,ILP Solve Time,0
,Rebalance Time,0

TIME STAMP:105100
SYSTEM TIME: Thu Oct 18 23:00:32 2018
,Iteration Computation Time,3
,Number of vehicles available,1000
,Number of pending requests,340

,Average Computation Time,2.86252
,Maximum Computation Time,10
,Service Rate,34.9338
,Service Rate After Re-Balancing,61.7076
,Average Waiting Time,468.045
,Average Total Travel Delay,161.286
,Average In Car Travel Delay,-549.187
,Occupancy (Passengers/Vehicle),1.40237
,Unassigned Requests Found,148
,Unassigned Vehicles Found,15
,ILP Solve Time,0
,Rebalance Time,1

TIME STAMP:105130
SYSTEM TIME: Thu Oct 18 23:00:35 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,222

,Average Computation Time,2.86186
,Maximum Computation Time,10
,Service Rate,34.9146
,Service Rate After Re-Balancing,61.6488
,Average Waiting Time,468.214
,Average Total Travel Delay,161.31
,Average In Car Travel Delay,-549.106
,Occupancy (Passengers/Vehicle),1.40244
,Unassigned Requests Found,59
,Unassigned Vehicles Found,17
,ILP Solve Time,0
,Rebalance Time,1

TIME STAMP:105200
SYSTEM TIME: Thu Oct 18 23:00:40 2018
,Iteration Computation Time,3
,Number of vehicles available,1000
,Number of pending requests,353

,Average Computation Time,2.86196
,Maximum Computation Time,10
,Service Rate,34.9277
,Service Rate After Re-Balancing,61.6528
,Average Waiting Time,468.297
,Average Total Travel Delay,161.317
,Average In Car Travel Delay,-549.033
,Occupancy (Passengers/Vehicle),1.40249
,Unassigned Requests Found,174
,Unassigned Vehicles Found,12
,ILP Solve Time,0
,Rebalance Time,1

TIME STAMP:105230
SYSTEM TIME: Thu Oct 18 23:00:44 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,248

,Average Computation Time,2.8613
,Maximum Computation Time,10
,Service Rate,34.8924
,Service Rate After Re-Balancing,61.5721
,Average Waiting Time,468.353
,Average Total Travel Delay,161.305
,Average In Car Travel Delay,-548.975
,Occupancy (Passengers/Vehicle),1.40256
,Unassigned Requests Found,66
,Unassigned Vehicles Found,10
,ILP Solve Time,0
,Rebalance Time,0

TIME STAMP:105300
SYSTEM TIME: Thu Oct 18 23:00:48 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,340

,Average Computation Time,2.86064
,Maximum Computation Time,10
,Service Rate,34.9028
,Service Rate After Re-Balancing,61.5662
,Average Waiting Time,468.389
,Average Total Travel Delay,161.27
,Average In Car Travel Delay,-548.945
,Occupancy (Passengers/Vehicle),1.40261
,Unassigned Requests Found,152
,Unassigned Vehicles Found,11
,ILP Solve Time,1
,Rebalance Time,0

TIME STAMP:105330
SYSTEM TIME: Thu Oct 18 23:00:52 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,238

,Average Computation Time,2.85998
,Maximum Computation Time,10
,Service Rate,34.8707
,Service Rate After Re-Balancing,61.4948
,Average Waiting Time,468.463
,Average Total Travel Delay,161.347
,Average In Car Travel Delay,-548.876
,Occupancy (Passengers/Vehicle),1.40267
,Unassigned Requests Found,53
,Unassigned Vehicles Found,19
,ILP Solve Time,0
,Rebalance Time,1

TIME STAMP:105400
SYSTEM TIME: Thu Oct 18 23:00:57 2018
,Iteration Computation Time,3
,Number of vehicles available,1000
,Number of pending requests,395

,Average Computation Time,2.86009
,Maximum Computation Time,10
,Service Rate,34.8912
,Service Rate After Re-Balancing,61.5091
,Average Waiting Time,468.567
,Average Total Travel Delay,161.32
,Average In Car Travel Delay,-548.877
,Occupancy (Passengers/Vehicle),1.40272
,Unassigned Requests Found,178
,Unassigned Vehicles Found,13
,ILP Solve Time,0
,Rebalance Time,1

TIME STAMP:105430
SYSTEM TIME: Thu Oct 18 23:01:00 2018
,Iteration Computation Time,1
,Number of vehicles available,1000
,Number of pending requests,262

,Average Computation Time,2.85867
,Maximum Computation Time,10
,Service Rate,34.859
,Service Rate After Re-Balancing,61.4314
,Average Waiting Time,468.668
,Average Total Travel Delay,161.344
,Average In Car Travel Delay,-548.825
,Occupancy (Passengers/Vehicle),1.40278
,Unassigned Requests Found,63
,Unassigned Vehicles Found,16
,ILP Solve Time,0
,Rebalance Time,0

TIME STAMP:105500
SYSTEM TIME: Thu Oct 18 23:01:05 2018
,Iteration Computation Time,3
,Number of vehicles available,1000
,Number of pending requests,368

,Average Computation Time,2.85878
,Maximum Computation Time,10
,Service Rate,34.8697
,Service Rate After Re-Balancing,61.429
,Average Waiting Time,468.75
,Average Total Travel Delay,161.349
,Average In Car Travel Delay,-548.716
,Occupancy (Passengers/Vehicle),1.40283
,Unassigned Requests Found,146
,Unassigned Vehicles Found,14
,ILP Solve Time,0
,Rebalance Time,1

TIME STAMP:105530
SYSTEM TIME: Thu Oct 18 23:01:09 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,253

,Average Computation Time,2.85812
,Maximum Computation Time,10
,Service Rate,34.8495
,Service Rate After Re-Balancing,61.3719
,Average Waiting Time,468.884
,Average Total Travel Delay,161.384
,Average In Car Travel Delay,-548.713
,Occupancy (Passengers/Vehicle),1.40289
,Unassigned Requests Found,61
,Unassigned Vehicles Found,19
,ILP Solve Time,0
,Rebalance Time,0

TIME STAMP:105600
SYSTEM TIME: Thu Oct 18 23:01:14 2018
,Iteration Computation Time,3
,Number of vehicles available,1000
,Number of pending requests,355

,Average Computation Time,2.85823
,Maximum Computation Time,10
,Service Rate,34.872
,Service Rate After Re-Balancing,61.3871
,Average Waiting Time,468.971
,Average Total Travel Delay,161.386
,Average In Car Travel Delay,-548.693
,Occupancy (Passengers/Vehicle),1.40296
,Unassigned Requests Found,166
,Unassigned Vehicles Found,16
,ILP Solve Time,0
,Rebalance Time,1

TIME STAMP:105630
SYSTEM TIME: Thu Oct 18 23:01:17 2018
,Iteration Computation Time,1
,Number of vehicles available,1000
,Number of pending requests,219

,Average Computation Time,2.85682
,Maximum Computation Time,10
,Service Rate,34.8509
,Service Rate After Re-Balancing,61.3288
,Average Waiting Time,469.118
,Average Total Travel Delay,161.43
,Average In Car Travel Delay,-548.603
,Occupancy (Passengers/Vehicle),1.40302
,Unassigned Requests Found,49
,Unassigned Vehicles Found,15
,ILP Solve Time,0
,Rebalance Time,0

TIME STAMP:105700
SYSTEM TIME: Thu Oct 18 23:01:22 2018
,Iteration Computation Time,3
,Number of vehicles available,1000
,Number of pending requests,367

,Average Computation Time,2.85692
,Maximum Computation Time,10
,Service Rate,34.8674
,Service Rate After Re-Balancing,61.3326
,Average Waiting Time,469.201
,Average Total Travel Delay,161.503
,Average In Car Travel Delay,-548.648
,Occupancy (Passengers/Vehicle),1.40308
,Unassigned Requests Found,165
,Unassigned Vehicles Found,12
,ILP Solve Time,0
,Rebalance Time,1

TIME STAMP:105730
SYSTEM TIME: Thu Oct 18 23:01:25 2018
,Iteration Computation Time,1
,Number of vehicles available,1000
,Number of pending requests,257

,Average Computation Time,2.85551
,Maximum Computation Time,10
,Service Rate,34.8414
,Service Rate After Re-Balancing,61.2631
,Average Waiting Time,469.32
,Average Total Travel Delay,161.495
,Average In Car Travel Delay,-548.634
,Occupancy (Passengers/Vehicle),1.40315
,Unassigned Requests Found,72
,Unassigned Vehicles Found,17
,ILP Solve Time,0
,Rebalance Time,0

TIME STAMP:105800
SYSTEM TIME: Thu Oct 18 23:01:31 2018
,Iteration Computation Time,4
,Number of vehicles available,1000
,Number of pending requests,368

,Average Computation Time,2.85638
,Maximum Computation Time,10
,Service Rate,34.8451
,Service Rate After Re-Balancing,61.2547
,Average Waiting Time,469.391
,Average Total Travel Delay,161.495
,Average In Car Travel Delay,-548.614
,Occupancy (Passengers/Vehicle),1.40321
,Unassigned Requests Found,169
,Unassigned Vehicles Found,22
,ILP Solve Time,0
,Rebalance Time,2

TIME STAMP:105830
SYSTEM TIME: Thu Oct 18 23:01:34 2018
,Iteration Computation Time,1
,Number of vehicles available,1000
,Number of pending requests,227

,Average Computation Time,2.85497
,Maximum Computation Time,10
,Service Rate,34.8321
,Service Rate After Re-Balancing,61.2071
,Average Waiting Time,469.515
,Average Total Travel Delay,161.491
,Average In Car Travel Delay,-548.562
,Occupancy (Passengers/Vehicle),1.40327
,Unassigned Requests Found,56
,Unassigned Vehicles Found,20
,ILP Solve Time,0
,Rebalance Time,0

TIME STAMP:105900
SYSTEM TIME: Thu Oct 18 23:01:38 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,344

,Average Computation Time,2.85432
,Maximum Computation Time,10
,Service Rate,34.8511
,Service Rate After Re-Balancing,61.22
,Average Waiting Time,469.572
,Average Total Travel Delay,161.566
,Average In Car Travel Delay,-548.576
,Occupancy (Passengers/Vehicle),1.40335
,Unassigned Requests Found,150
,Unassigned Vehicles Found,11
,ILP Solve Time,0
,Rebalance Time,0

TIME STAMP:105930
SYSTEM TIME: Thu Oct 18 23:01:42 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,241

,Average Computation Time,2.85368
,Maximum Computation Time,10
,Service Rate,34.8192
,Service Rate After Re-Balancing,61.1477
,Average Waiting Time,469.652
,Average Total Travel Delay,161.604
,Average In Car Travel Delay,-548.476
,Occupancy (Passengers/Vehicle),1.40342
,Unassigned Requests Found,58
,Unassigned Vehicles Found,13
,ILP Solve Time,0
,Rebalance Time,0

TIME STAMP:110000
SYSTEM TIME: Thu Oct 18 23:01:47 2018
,Iteration Computation Time,3
,Number of vehicles available,1000
,Number of pending requests,383

,Average Computation Time,2.85379
,Maximum Computation Time,10
,Service Rate,34.8318
,Service Rate After Re-Balancing,61.1493
,Average Waiting Time,469.696
,Average Total Travel Delay,161.688
,Average In Car Travel Delay,-548.308
,Occupancy (Passengers/Vehicle),1.40349
,Unassigned Requests Found,172
,Unassigned Vehicles Found,12
,ILP Solve Time,0
,Rebalance Time,1

TIME STAMP:110030
SYSTEM TIME: Thu Oct 18 23:01:50 2018
,Iteration Computation Time,1
,Number of vehicles available,1000
,Number of pending requests,247

,Average Computation Time,2.85238
,Maximum Computation Time,10
,Service Rate,34.7923
,Service Rate After Re-Balancing,61.0649
,Average Waiting Time,469.696
,Average Total Travel Delay,161.743
,Average In Car Travel Delay,-548.263
,Occupancy (Passengers/Vehicle),1.40354
,Unassigned Requests Found,50
,Unassigned Vehicles Found,12
,ILP Solve Time,0
,Rebalance Time,0

TIME STAMP:110100
SYSTEM TIME: Thu Oct 18 23:01:55 2018
,Iteration Computation Time,3
,Number of vehicles available,1000
,Number of pending requests,362

,Average Computation Time,2.85249
,Maximum Computation Time,10
,Service Rate,34.8088
,Service Rate After Re-Balancing,61.0734
,Average Waiting Time,469.749
,Average Total Travel Delay,161.757
,Average In Car Travel Delay,-548.186
,Occupancy (Passengers/Vehicle),1.40359
,Unassigned Requests Found,155
,Unassigned Vehicles Found,12
,ILP Solve Time,0
,Rebalance Time,1

TIME STAMP:110130
SYSTEM TIME: Thu Oct 18 23:01:58 2018
,Iteration Computation Time,1
,Number of vehicles available,1000
,Number of pending requests,260

,Average Computation Time,2.85109
,Maximum Computation Time,10
,Service Rate,34.7821
,Service Rate After Re-Balancing,61.0087
,Average Waiting Time,469.826
,Average Total Travel Delay,161.791
,Average In Car Travel Delay,-548.144
,Occupancy (Passengers/Vehicle),1.40364
,Unassigned Requests Found,63
,Unassigned Vehicles Found,9
,ILP Solve Time,0
,Rebalance Time,0

TIME STAMP:110200
SYSTEM TIME: Thu Oct 18 23:02:02 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,349

,Average Computation Time,2.85045
,Maximum Computation Time,10
,Service Rate,34.8007
,Service Rate After Re-Balancing,61.0132
,Average Waiting Time,469.86
,Average Total Travel Delay,161.775
,Average In Car Travel Delay,-548.126
,Occupancy (Passengers/Vehicle),1.40369
,Unassigned Requests Found,141
,Unassigned Vehicles Found,7
,ILP Solve Time,0
,Rebalance Time,0

TIME STAMP:110230
SYSTEM TIME: Thu Oct 18 23:02:06 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,236

,Average Computation Time,2.84981
,Maximum Computation Time,10
,Service Rate,34.7758
,Service Rate After Re-Balancing,60.9497
,Average Waiting Time,469.902
,Average Total Travel Delay,161.759
,Average In Car Travel Delay,-548.093
,Occupancy (Passengers/Vehicle),1.40372
,Unassigned Requests Found,49
,Unassigned Vehicles Found,14
,ILP Solve Time,0
,Rebalance Time,0

TIME STAMP:110300
SYSTEM TIME: Thu Oct 18 23:02:10 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,336

,Average Computation Time,2.84917
,Maximum Computation Time,10
,Service Rate,34.8016
,Service Rate After Re-Balancing,60.9698
,Average Waiting Time,470.029
,Average Total Travel Delay,161.737
,Average In Car Travel Delay,-548.176
,Occupancy (Passengers/Vehicle),1.40375
,Unassigned Requests Found,135
,Unassigned Vehicles Found,10
,ILP Solve Time,0
,Rebalance Time,0

TIME STAMP:110330
SYSTEM TIME: Thu Oct 18 23:02:13 2018
,Iteration Computation Time,1
,Number of vehicles available,1000
,Number of pending requests,232

,Average Computation Time,2.84778
,Maximum Computation Time,10
,Service Rate,34.784
,Service Rate After Re-Balancing,60.9159
,Average Waiting Time,470.095
,Average Total Travel Delay,161.772
,Average In Car Travel Delay,-548.036
,Occupancy (Passengers/Vehicle),1.40378
,Unassigned Requests Found,40
,Unassigned Vehicles Found,11
,ILP Solve Time,0
,Rebalance Time,0

TIME STAMP:110400
SYSTEM TIME: Thu Oct 18 23:02:18 2018
,Iteration Computation Time,3
,Number of vehicles available,1000
,Number of pending requests,329

,Average Computation Time,2.84789
,Maximum Computation Time,10
,Service Rate,34.8019
,Service Rate After Re-Balancing,60.9239
,Average Waiting Time,470.15
,Average Total Travel Delay,161.815
,Average In Car Travel Delay,-547.992
,Occupancy (Passengers/Vehicle),1.40382
,Unassigned Requests Found,126
,Unassigned Vehicles Found,15
,ILP Solve Time,0
,Rebalance Time,1

TIME STAMP:110430
SYSTEM TIME: Thu Oct 18 23:02:22 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,241

,Average Computation Time,2.84725
,Maximum Computation Time,10
,Service Rate,34.7923
,Service Rate After Re-Balancing,60.8843
,Average Waiting Time,470.253
,Average Total Travel Delay,161.836
,Average In Car Travel Delay,-547.964
,Occupancy (Passengers/Vehicle),1.40387
,Unassigned Requests Found,59
,Unassigned Vehicles Found,18
,ILP Solve Time,0
,Rebalance Time,1

TIME STAMP:110500
SYSTEM TIME: Thu Oct 18 23:02:26 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,340

,Average Computation Time,2.84661
,Maximum Computation Time,10
,Service Rate,34.8121
,Service Rate After Re-Balancing,60.8951
,Average Waiting Time,470.36
,Average Total Travel Delay,161.86
,Average In Car Travel Delay,-547.825
,Occupancy (Passengers/Vehicle),1.40392
,Unassigned Requests Found,147
,Unassigned Vehicles Found,15
,ILP Solve Time,0
,Rebalance Time,1

TIME STAMP:110530
SYSTEM TIME: Thu Oct 18 23:02:30 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,236

,Average Computation Time,2.84598
,Maximum Computation Time,10
,Service Rate,34.793
,Service Rate After Re-Balancing,60.838
,Average Waiting Time,470.439
,Average Total Travel Delay,161.887
,Average In Car Travel Delay,-547.727
,Occupancy (Passengers/Vehicle),1.40397
,Unassigned Requests Found,58
,Unassigned Vehicles Found,18
,ILP Solve Time,0
,Rebalance Time,0

TIME STAMP:110600
SYSTEM TIME: Thu Oct 18 23:02:34 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,368

,Average Computation Time,2.84534
,Maximum Computation Time,10
,Service Rate,34.801
,Service Rate After Re-Balancing,60.8382
,Average Waiting Time,470.452
,Average Total Travel Delay,161.914
,Average In Car Travel Delay,-547.763
,Occupancy (Passengers/Vehicle),1.40402
,Unassigned Requests Found,155
,Unassigned Vehicles Found,12
,ILP Solve Time,0
,Rebalance Time,0

TIME STAMP:110630
SYSTEM TIME: Thu Oct 18 23:02:38 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,238

,Average Computation Time,2.84471
,Maximum Computation Time,10
,Service Rate,34.7684
,Service Rate After Re-Balancing,60.7648
,Average Waiting Time,470.493
,Average Total Travel Delay,161.936
,Average In Car Travel Delay,-547.759
,Occupancy (Passengers/Vehicle),1.40407
,Unassigned Requests Found,41
,Unassigned Vehicles Found,21
,ILP Solve Time,0
,Rebalance Time,0

TIME STAMP:110700
SYSTEM TIME: Thu Oct 18 23:02:43 2018
,Iteration Computation Time,3
,Number of vehicles available,1000
,Number of pending requests,362

,Average Computation Time,2.84483
,Maximum Computation Time,10
,Service Rate,34.8029
,Service Rate After Re-Balancing,60.7985
,Average Waiting Time,470.59
,Average Total Travel Delay,161.952
,Average In Car Travel Delay,-547.717
,Occupancy (Passengers/Vehicle),1.40413
,Unassigned Requests Found,144
,Unassigned Vehicles Found,20
,ILP Solve Time,0
,Rebalance Time,1

TIME STAMP:110730
SYSTEM TIME: Thu Oct 18 23:02:46 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,259

,Average Computation Time,2.84419
,Maximum Computation Time,10
,Service Rate,34.7757
,Service Rate After Re-Balancing,60.7376
,Average Waiting Time,470.665
,Average Total Travel Delay,162.006
,Average In Car Travel Delay,-547.624
,Occupancy (Passengers/Vehicle),1.40417
,Unassigned Requests Found,55
,Unassigned Vehicles Found,22
,ILP Solve Time,0
,Rebalance Time,1

TIME STAMP:110800
SYSTEM TIME: Thu Oct 18 23:02:52 2018
,Iteration Computation Time,4
,Number of vehicles available,1000
,Number of pending requests,371

,Average Computation Time,2.84506
,Maximum Computation Time,10
,Service Rate,34.7963
,Service Rate After Re-Balancing,60.7532
,Average Waiting Time,470.74
,Average Total Travel Delay,162.07
,Average In Car Travel Delay,-547.621
,Occupancy (Passengers/Vehicle),1.40422
,Unassigned Requests Found,135
,Unassigned Vehicles Found,19
,ILP Solve Time,1
,Rebalance Time,1

TIME STAMP:110830
SYSTEM TIME: Thu Oct 18 23:02:55 2018
,Iteration Computation Time,1
,Number of vehicles available,1000
,Number of pending requests,266

,Average Computation Time,2.84368
,Maximum Computation Time,10
,Service Rate,34.777
,Service Rate After Re-Balancing,60.6982
,Average Waiting Time,470.846
,Average Total Travel Delay,162.097
,Average In Car Travel Delay,-547.611
,Occupancy (Passengers/Vehicle),1.40428
,Unassigned Requests Found,52
,Unassigned Vehicles Found,23
,ILP Solve Time,0
,Rebalance Time,0

TIME STAMP:110900
SYSTEM TIME: Thu Oct 18 23:03:01 2018
,Iteration Computation Time,4
,Number of vehicles available,1000
,Number of pending requests,411

,Average Computation Time,2.84454
,Maximum Computation Time,10
,Service Rate,34.7964
,Service Rate After Re-Balancing,60.7111
,Average Waiting Time,470.9
,Average Total Travel Delay,162.136
,Average In Car Travel Delay,-547.551
,Occupancy (Passengers/Vehicle),1.40434
,Unassigned Requests Found,158
,Unassigned Vehicles Found,15
,ILP Solve Time,0
,Rebalance Time,1

TIME STAMP:110930
SYSTEM TIME: Thu Oct 18 23:03:04 2018
,Iteration Computation Time,1
,Number of vehicles available,1000
,Number of pending requests,278

,Average Computation Time,2.84316
,Maximum Computation Time,10
,Service Rate,34.7647
,Service Rate After Re-Balancing,60.6347
,Average Waiting Time,471.002
,Average Total Travel Delay,162.134
,Average In Car Travel Delay,-547.53
,Occupancy (Passengers/Vehicle),1.4044
,Unassigned Requests Found,50
,Unassigned Vehicles Found,15
,ILP Solve Time,0
,Rebalance Time,0

TIME STAMP:111000
SYSTEM TIME: Thu Oct 18 23:03:09 2018
,Iteration Computation Time,3
,Number of vehicles available,1000
,Number of pending requests,386

,Average Computation Time,2.84328
,Maximum Computation Time,10
,Service Rate,34.8011
,Service Rate After Re-Balancing,60.6642
,Average Waiting Time,471.101
,Average Total Travel Delay,162.108
,Average In Car Travel Delay,-547.539
,Occupancy (Passengers/Vehicle),1.40446
,Unassigned Requests Found,160
,Unassigned Vehicles Found,11
,ILP Solve Time,0
,Rebalance Time,1

TIME STAMP:111030
SYSTEM TIME: Thu Oct 18 23:03:13 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,247

,Average Computation Time,2.84265
,Maximum Computation Time,10
,Service Rate,34.7858
,Service Rate After Re-Balancing,60.607
,Average Waiting Time,471.257
,Average Total Travel Delay,162.113
,Average In Car Travel Delay,-547.507
,Occupancy (Passengers/Vehicle),1.40451
,Unassigned Requests Found,62
,Unassigned Vehicles Found,18
,ILP Solve Time,0
,Rebalance Time,1

TIME STAMP:111100
SYSTEM TIME: Thu Oct 18 23:03:18 2018
,Iteration Computation Time,3
,Number of vehicles available,1000
,Number of pending requests,359

,Average Computation Time,2.84277
,Maximum Computation Time,10
,Service Rate,34.8154
,Service Rate After Re-Balancing,60.6312
,Average Waiting Time,471.354
,Average Total Travel Delay,162.161
,Average In Car Travel Delay,-547.474
,Occupancy (Passengers/Vehicle),1.40459
,Unassigned Requests Found,169
,Unassigned Vehicles Found,14
,ILP Solve Time,1
,Rebalance Time,1

TIME STAMP:111130
SYSTEM TIME: Thu Oct 18 23:03:21 2018
,Iteration Computation Time,1
,Number of vehicles available,1000
,Number of pending requests,227

,Average Computation Time,2.8414
,Maximum Computation Time,10
,Service Rate,34.7865
,Service Rate After Re-Balancing,60.5621
,Average Waiting Time,471.455
,Average Total Travel Delay,162.203
,Average In Car Travel Delay,-547.434
,Occupancy (Passengers/Vehicle),1.40466
,Unassigned Requests Found,50
,Unassigned Vehicles Found,17
,ILP Solve Time,0
,Rebalance Time,0

TIME STAMP:111200
SYSTEM TIME: Thu Oct 18 23:03:25 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,323

,Average Computation Time,2.84077
,Maximum Computation Time,10
,Service Rate,34.8047
,Service Rate After Re-Balancing,60.5724
,Average Waiting Time,471.539
,Average Total Travel Delay,162.184
,Average In Car Travel Delay,-547.452
,Occupancy (Passengers/Vehicle),1.40474
,Unassigned Requests Found,144
,Unassigned Vehicles Found,13
,ILP Solve Time,0
,Rebalance Time,0

TIME STAMP:111230
SYSTEM TIME: Thu Oct 18 23:03:29 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,228

,Average Computation Time,2.84015
,Maximum Computation Time,10
,Service Rate,34.7883
,Service Rate After Re-Balancing,60.5228
,Average Waiting Time,471.689
,Average Total Travel Delay,162.205
,Average In Car Travel Delay,-547.421
,Occupancy (Passengers/Vehicle),1.40482
,Unassigned Requests Found,72
,Unassigned Vehicles Found,23
,ILP Solve Time,0
,Rebalance Time,1

TIME STAMP:111300
SYSTEM TIME: Thu Oct 18 23:03:34 2018
,Iteration Computation Time,3
,Number of vehicles available,1000
,Number of pending requests,361

,Average Computation Time,2.84027
,Maximum Computation Time,10
,Service Rate,34.7959
,Service Rate After Re-Balancing,60.5252
,Average Waiting Time,471.811
,Average Total Travel Delay,162.19
,Average In Car Travel Delay,-547.389
,Occupancy (Passengers/Vehicle),1.40489
,Unassigned Requests Found,181
,Unassigned Vehicles Found,19
,ILP Solve Time,0
,Rebalance Time,1

TIME STAMP:111330
SYSTEM TIME: Thu Oct 18 23:03:37 2018
,Iteration Computation Time,1
,Number of vehicles available,1000
,Number of pending requests,231

,Average Computation Time,2.8389
,Maximum Computation Time,10
,Service Rate,34.7663
,Service Rate After Re-Balancing,60.4633
,Average Waiting Time,471.916
,Average Total Travel Delay,162.238
,Average In Car Travel Delay,-547.442
,Occupancy (Passengers/Vehicle),1.40496
,Unassigned Requests Found,59
,Unassigned Vehicles Found,22
,ILP Solve Time,0
,Rebalance Time,0

TIME STAMP:111400
SYSTEM TIME: Thu Oct 18 23:03:42 2018
,Iteration Computation Time,3
,Number of vehicles available,1000
,Number of pending requests,368

,Average Computation Time,2.83902
,Maximum Computation Time,10
,Service Rate,34.7821
,Service Rate After Re-Balancing,60.4716
,Average Waiting Time,472.073
,Average Total Travel Delay,162.249
,Average In Car Travel Delay,-547.399
,Occupancy (Passengers/Vehicle),1.40503
,Unassigned Requests Found,164
,Unassigned Vehicles Found,13
,ILP Solve Time,0
,Rebalance Time,1

TIME STAMP:111430
SYSTEM TIME: Thu Oct 18 23:03:46 2018
,Iteration Computation Time,2
,Number of vehicles available,1000
,Number of pending requests,252

,Average Computation Time,2.8384
,Maximum Computation Time,10
,Service Rate,34.7523
,Service Rate After Re-Balancing,60.4012
,Average Waiting Time,472.154
,Average Total Travel Delay,162.24
,Average In Car Travel Delay,-547.38
,Occupancy (Passengers/Vehicle),1.4051
,Unassigned Requests Found,63
,Unassigned Vehicles Found,12
,ILP Solve Time,0
,Rebalance Time,1

TIME STAMP:111500
SYSTEM TIME: Thu Oct 18 23:03:51 2018
,Iteration Computation Time,3
,Number of vehicles available,1000
,Number of pending requests,380

,Average Computation Time,2.83852
,Maximum Computation Time,10
,Service Rate,34.7559
,Service Rate After Re-Balancing,60.3918
,Average Waiting Time,472.128
,Average Total Travel Delay,162.311
,Average In Car Travel Delay,-547.356
,Occupancy (Passengers/Vehicle),1.40517
,Unassigned Requests Found,163
,Unassigned Vehicles Found,14
,ILP Solve Time,1
,Rebalance Time,1

TIME STAMP:111530
SYSTEM TIME: Thu Oct 18 23:03:54 2018
,Iteration Computation Time,1
,Number of vehicles available,1000
,Number of pending requests,252

,Average Computation Time,2.83716
,Maximum Computation Time,10
,Service Rate,34.7279
